"hostname","phase","description","last_modified","modified_by","installed","updated","serialnumber","location","hardware","ansible_group"
"cn1121","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1122","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1124","phase1","","2017-07-18 14:42:40","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2600 core16 cpu32 g32 sata400 ibqdr",""
"cn1125","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1126","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1127","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1128","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1129","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1130","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1131","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1132","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1133","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1134","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1135","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1136","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1137","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1138","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1139","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1140","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1141","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1142","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1143","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1144","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1145","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1146","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1147","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1148","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1149","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1150","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1151","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1152","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1153","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1154","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1155","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1156","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1157","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1158","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1159","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1160","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1161","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1162","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1163","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1164","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1165","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1166","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1167","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1168","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1169","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1170","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1171","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1172","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1173","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1174","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1175","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1176","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1177","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1178","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1179","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1180","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1181","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1182","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1183","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1184","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1185","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1186","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1187","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1188","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1189","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1190","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1191","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1192","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1193","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1194","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1195","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1196","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1197","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1198","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1199","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1200","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1201","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1202","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1203","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1204","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1205","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1206","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1207","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1208","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1209","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1210","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1211","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1212","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1213","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1214","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1215","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1216","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1217","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1218","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1219","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1220","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1221","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1222","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1223","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1224","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1225","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1226","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1227","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1228","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1229","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1230","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1231","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1232","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1233","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1234","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1235","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1236","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1237","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1238","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1239","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1240","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1241","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1242","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1243","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1244","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1245","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1246","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1247","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1248","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1249","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1250","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1251","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1252","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1253","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1254","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1255","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1256","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
"cn1257","phase2","","2017-07-17 14:13:33","root","1970-01-01 00:00:00","1970-01-01 00:00:00","NULL","None","x2695 core28 cpu56 g256 ssd400 ibfdr",""
